Episodes,Returns,Lengths
99.75,33.269024703150464,122.6
100.0,33.3622351033673,122.3
100.25,32.914262012387034,122.1
100.5,30.08524972321746,120.6
100.75,30.291208564683764,121.5
101.0,29.46652659416473,120.95
101.25,20.923494140987753,115.2
101.5,13.154396177705971,110.0
101.75,13.655551425974256,110.35
102.0,9.923796565625645,107.55
102.25,2.4488026794253615,102.35
102.5,2.57645079469183,102.95
102.75,2.8589767099242893,103.15
103.0,2.834508839560969,103.55
103.25,5.831556004036486,105.65
103.5,10.475360515591504,109.35
103.75,14.944545331285351,112.4
104.0,19.516141708247556,116.05
104.25,18.843866724927338,115.45
104.5,19.233297939436135,114.95
104.75,25.20141667081068,119.35
105.0,26.024668473858345,119.8
105.25,26.378310946883907,120.05
105.5,26.288940887171,120.05
105.75,28.596342694408634,121.6
106.0,27.657951937853408,120.3
106.25,22.80874216152244,116.7
106.5,17.732660138792067,113.05
106.75,17.391753401950076,112.55
107.0,19.780863494108953,114.65
107.25,18.951161176836436,114.2
107.5,17.893597445078704,113.45
107.75,17.196922765632728,113.2
108.0,16.591142865506015,112.35
108.25,14.274657087516681,110.35
108.5,9.578139565290098,106.6
108.75,8.095627001122695,105.3
109.0,5.151268063787145,103.3
109.25,4.590863715895348,103.15
109.5,7.259421979427766,105.45
109.75,1.542746058776934,101.1
110.0,0.7194942557292728,100.65
110.25,-0.3001268478048088,100.05
110.5,0.3610919157524613,100.5
110.75,-0.5481237194356924,99.9
111.0,-0.2266641016447423,100.0
111.25,0.4111143317547947,100.2
111.5,3.4325003468969015,102.4
111.75,1.4316535137088833,100.45
112.0,-0.5691933194791357,98.5
112.25,-2.153521448627386,96.95
112.5,-1.0245828855994796,97.25
112.75,1.8253940566332632,99.15
113.0,6.986460288706141,102.55
113.25,9.072784046212758,103.9
113.5,10.458611525813444,104.4
113.75,14.860713316324839,107.15
114.0,19.890231398600985,110.6
114.25,20.373995865904295,110.7
114.5,32.267467893387256,119.35
114.75,37.20956483522492,123.55
115.0,38.622035936760675,124.95
115.25,37.76836592255931,124.65
115.5,37.582739412484884,124.1
115.75,36.05191604128929,123.05
116.0,35.75349035436878,122.95
116.25,36.68829414580444,124.05
116.5,35.51906076866311,123.6
116.75,36.31900591196886,124.6
117.0,37.05362410520114,125.55
117.25,37.78824229843342,126.5
117.5,35.94516032911061,125.7
117.75,32.04178529078392,122.95
118.0,26.498872774737766,119.65
118.25,23.91289367367544,117.95
118.5,25.16089339135318,119.5
118.75,20.250821974653842,116.4
119.0,14.17906071707678,111.45
119.25,12.846932608365332,110.65
119.5,-0.4281163253617997,101.35
119.75,-4.917207074282922,97.35
120.0,-6.369439813342753,96.35
120.25,-6.278897087462656,96.0
120.5,-5.316004811162903,97.05
120.75,-1.2023421951512063,99.9
121.0,1.821989723042466,102.1
121.25,1.408362731408556,101.25
121.5,2.9672890589476197,101.85
121.75,2.620243731655072,101.05
122.0,5.365299781913636,103.35
122.25,12.977764651681687,109.1
122.5,20.405782092370167,114.35
122.75,21.722594162450886,115.65
123.0,27.655293044818546,119.85
123.25,27.902059257336834,120.45
123.5,26.341020395775395,118.8
123.75,24.711234463081357,117.1
124.0,26.068289883892977,118.75
124.25,24.888726827784602,118.35
124.5,24.10119605977174,117.8
124.75,24.4921201849014,118.9
125.0,24.859221559827446,118.85
125.25,23.78733555953901,118.1
125.5,22.318268368540426,116.7
125.75,19.257817867446178,114.15
126.0,17.238959420597475,113.3
126.25,17.17077548029154,113.25
126.5,16.413391642974187,112.85
126.75,17.681259291595985,114.3
127.0,17.033881355865656,113.6
127.25,9.604527201678803,108.35
127.5,3.261089984598898,103.5
127.75,4.648122877735091,104.1
128.0,-0.3461879553886373,100.2
128.25,-0.4088605593910165,100.1
128.5,0.5828211140894635,101.6
128.75,1.6432498587025428,103.15
129.0,4.374179244606606,104.7
129.25,6.3278676839126184,106.05
129.5,8.560955667971022,107.05
129.75,10.233548843512832,108.25
130.0,10.735911423383374,108.35
130.25,10.935022707736042,108.85
130.5,12.40849658218412,109.75
130.75,13.668321738061028,110.5
131.0,13.932002438923567,109.7
131.25,14.206139263650897,109.9
131.5,13.144224499450493,108.6
131.75,13.488638891172883,109.25
132.0,13.068986230103771,108.7
132.25,13.421058133441392,108.95
132.5,14.421537579373231,110.05
132.75,11.429096579496841,107.4
133.0,14.137253693292894,109.3
133.25,13.664564048117507,108.05
133.5,13.191874402942123,106.8
133.75,16.482492097736557,108.75
134.0,14.612733972650569,107.85
134.25,14.055330439683448,107.05
134.5,13.218527361963941,106.6
134.75,12.274517388842153,105.95
135.0,11.437714311122647,105.5
135.25,11.341274717630098,105.5
135.5,9.753218523601088,104.95
135.75,8.91641544588158,104.5
136.0,9.083536997838738,105.6
136.25,10.001911666105403,106.8
136.5,10.920286334372065,108.0
136.75,9.389853159476582,106.9
137.0,10.618447967415127,107.9
137.25,10.077788891476862,106.6
137.5,7.608412281086518,104.85
137.75,7.678701316864746,104.9
138.0,6.401489521856286,104.0
138.25,7.148505209047947,105.5
138.5,8.06687987731461,106.7
138.75,6.5460301414002116,105.75
139.0,6.200251217061948,105.1
139.25,7.457271437005536,106.1
139.5,6.609185804517102,104.95
139.75,5.718808714471036,104.3
140.0,6.83513425992565,105.2
140.25,7.369133365794101,105.15
140.5,7.20201181383694,104.05
140.75,7.961174066328418,104.7
141.0,7.435443652437184,104.3
141.25,6.393638647344706,104.0
141.5,6.25690218938051,103.9
141.75,7.436089452754304,104.75
142.0,5.06465181027545,103.45
142.25,5.605310886213715,104.75
142.5,7.076304522835997,105.4
142.75,7.6169635987742605,106.7
143.0,6.667928615521639,105.9
143.25,9.329793387939777,107.35
143.5,9.077439016728219,106.5
143.75,9.804822102205236,107.3
144.0,10.641625179924743,107.75
144.25,10.221408037700664,107.2
144.5,11.906296747908605,108.8
144.75,12.930925906897787,108.45
145.0,13.44018011081935,109.1
145.25,13.002620598443448,109.15
145.5,13.483435754334213,110.4
145.75,12.86851878151083,109.85
146.0,14.146209412375294,110.35
146.25,15.048002467027265,110.55
146.5,14.866721454686935,110.85
146.75,14.271155157389506,110.45
147.0,15.12915534424736,110.8
147.25,14.94027689472112,110.3
147.5,13.593387277071518,108.8
147.75,13.404508827545275,108.3
148.0,12.037322293628169,107.9
148.25,9.087958781122055,106.25
148.5,8.8440081462572,106.75
148.75,6.280572552966657,104.9
149.0,4.5956838427587146,103.3
149.25,3.321321252663305,102.9
149.5,3.035091805251482,102.95
149.75,2.4393605439746033,102.65
150.0,1.253520362529909,101.4
150.25,2.804366251595565,102.25
150.5,3.7489773096036387,102.55
150.75,4.441535107655052,102.9
151.0,4.0569223059509465,101.95
151.25,6.89338632907843,104.35
151.5,9.068767595389707,105.45
151.75,10.364428394272197,105.8
152.0,9.429949062924134,104.35
152.25,10.046026801142098,105.15
152.5,13.010945287030012,108.2
152.75,13.62702302524798,109.0
153.0,14.588550382959458,109.25
153.25,15.474521150204316,109.45
153.5,15.728053039684884,110.0
153.75,16.86576766365492,110.55
154.0,18.339598348088625,112.25
154.25,17.929072227976093,111.05
154.5,17.390123722487015,110.55
154.75,18.249834479794057,111.7
155.0,17.82172003668118,111.4
155.25,15.86034802750299,109.35
155.5,15.9038701121785,109.5
155.75,14.762398764480292,109.2
156.0,14.841636195541971,110.3
156.25,11.93296929140084,107.85
156.5,9.770937225415384,106.7
156.75,9.343180620919282,106.65
157.0,9.59112112199803,107.5
157.25,9.335383189894845,106.95
157.5,7.152874172311966,105.0
157.75,6.897136240208783,104.45
158.0,6.803513076883688,104.5
158.25,6.7854465040252165,104.6
158.5,7.078638973139543,104.8
158.75,5.604808288705838,103.1
159.0,4.8430980367989385,102.45
159.25,5.5552184693257445,103.5
159.5,5.952639817730544,103.9
159.75,6.491588323219624,104.4
160.0,6.884552477500206,105.05
160.25,8.159317128953813,106.5
160.5,8.035422517611297,106.3
160.75,8.890664417897684,106.65
161.0,9.622011706841553,106.8
161.25,9.450320837255337,106.0
161.5,10.181668126199206,106.15
161.75,10.199300671940971,106.05
162.0,10.761944890867769,106.45
162.25,11.448483721137084,107.05
162.5,12.135022551406397,107.65
162.75,12.698100797449904,108.05
163.0,11.90514862318612,106.7
163.25,10.971560791368624,105.25
163.5,10.932766563668746,104.85
163.75,13.829346391879486,107.85
164.0,14.08508432398267,108.4
164.25,14.232674648762904,108.5
164.5,12.975542543051066,106.95
164.75,12.22141068340257,106.3
165.0,11.613263174962576,105.5
165.25,12.233776607663959,106.35
165.5,11.603539359357981,105.9
165.75,11.165197784248324,105.6
166.0,10.649104286567184,105.6
166.25,11.145242042805588,106.75
166.5,10.515004794499614,106.3
166.75,10.128997874347696,106.15
167.0,9.397650585403827,106.0
167.25,8.887749053909392,105.65
167.5,7.420380432154111,103.95
167.75,7.033939484885488,103.8
168.0,7.388383349164168,104.85
168.25,7.424430666920189,105.55
168.5,6.924311501263513,105.2
168.75,4.38732326470314,103.0
169.0,4.23808869579989,102.65
169.25,3.881477522900574,102.4
169.5,4.384577107308299,103.3
169.75,4.243149288568397,103.2
170.0,5.199959754435966,104.3
170.25,3.8077812546887033,102.9
170.5,4.913372593905171,104.1
170.75,5.778954854795512,105.0
171.0,5.020283701023048,103.55
171.25,4.704493416484211,103.2
171.5,4.70449341648421,103.2
171.75,3.815735685182523,101.9
172.0,6.029649964884831,103.5
172.25,6.141268564862163,103.45
172.5,7.2501074906103895,105.15
172.75,9.18302812458121,106.8
173.0,9.397783333981918,106.95
173.25,11.358593003656882,108.75
173.5,11.765156253959635,109.4
173.75,13.584480548096462,111.1
174.0,13.584480548096465,111.1
174.25,13.584480548096465,111.1
174.5,13.584480548096465,111.1
174.75,13.90000475941548,111.45
175.0,12.298666890400282,109.35
175.25,12.043742990791628,109.6
175.5,10.723243288895414,108.25
175.75,9.074354562855351,107.1
176.0,9.503973603323235,107.95
176.25,8.859446200175608,106.95
176.5,8.608160496427587,107.2
176.75,9.496918227729273,108.5
177.0,7.242686169924957,106.5
177.25,6.242309838645938,105.25
177.5,5.917707992728111,104.65
177.75,4.056347315142067,103.05
178.0,3.8422094850444544,103.2
178.25,2.482125911405592,101.95
178.5,2.676288757138936,101.85
178.75,1.040790233861476,100.65
179.0,1.7527120443111759,101.45
179.25,1.7930298224131853,101.85
179.5,2.2903065692844806,102.2
179.75,2.249561741102986,101.25
180.0,3.851665756424997,103.35
180.25,4.5638077593123905,103.55
180.5,4.5447148389570415,103.9
180.75,5.328021304106764,104.15
181.0,5.308928383751416,104.5
181.25,5.85234574626115,105.8
181.5,6.459480378140562,105.8
181.75,6.571098978117895,105.75
182.0,7.068375724989191,106.1
182.25,8.020801829984155,107.75
182.5,8.257700214107874,108.35
182.75,8.249808631416371,108.65
183.0,7.841093576499074,108.3
183.25,7.881152220091629,108.2
183.5,7.921210863684183,108.1
183.75,8.338174861429902,108.45
184.0,7.8423421814058685,107.8
184.25,7.8423421814058685,107.8
184.5,8.122498966160816,108.0
184.75,8.525105822734277,109.2
185.0,8.203534923446231,108.55
185.25,8.096382799618622,107.55
185.5,9.518829166391816,108.6
185.75,10.304835841393365,109.45
186.0,11.640634083968843,110.45
186.25,12.097593052738128,110.4
186.5,12.097593052738128,110.4
186.75,11.344853248471995,110.3
187.0,11.344853248471995,110.3
187.25,10.892950405301551,108.75
187.5,9.675035645286389,107.85
187.75,9.364410445244078,107.2
188.0,9.560013667473548,107.1
188.25,8.490927977235367,105.8
188.5,8.206079366827588,105.6
188.75,7.1769886476129745,103.9
189.0,5.812934287698442,103.25
189.25,5.985044646059949,103.0
189.5,5.420039250897221,102.6
189.75,5.094590062790049,102.25
190.0,4.669093582767613,101.95
190.25,4.670964654920291,102.75
190.5,3.80363661492445,102.15
190.75,3.0229566991263246,101.6
191.0,2.6375379791392826,100.9
191.25,3.1785990502562953,101.7
191.5,3.8563667589091493,102.05
191.75,5.286874271828135,102.5
192.0,5.1198364765832185,102.75
192.25,6.297457254690576,104.25
192.5,7.6858533297876495,104.05
192.75,8.166959844911872,103.6
193.0,8.394169038603973,104.0
193.25,9.229033239516255,105.5
193.5,9.870643458960798,105.95
193.75,11.062260237996833,106.55
194.0,12.008077712412168,107.15
194.25,12.596688526026298,108.0
194.5,13.162742155004215,108.4
194.75,13.589286868841842,108.7
195.0,13.144776352942841,108.75
195.25,12.742117717242472,108.9
195.5,12.162429315601358,108.5
195.75,12.015046004682933,108.1
196.0,10.989674257780248,107.75
196.25,9.764211880113207,105.8
196.5,8.034326665296314,105.15
196.75,7.071710346235681,104.6
197.0,6.953899531072818,104.15
197.25,5.591730515869935,102.65
197.5,4.784798120522053,102.2
197.75,4.52507071805328,102.8
198.0,4.150143334994417,102.6
198.25,4.20224962901276,102.4
198.5,3.8454880199759955,102.15
198.75,3.7495340098082046,103.3
199.0,3.9862235330138502,102.3
199.25,3.8516398724065546,102.2
199.5,3.1865345632106044,102.1
199.75,2.7581187772202993,101.0
200.0,3.3823055832601687,101.2
200.25,3.6960824249021287,101.35
200.5,4.6672643199691395,101.6
200.75,4.88371611015008,101.75
201.0,5.905320154667581,102.1
201.25,6.946483070254372,103.5
201.5,8.279805594988549,104.0
201.75,9.38569269418058,105.2
202.0,9.951746323158497,105.6
202.25,10.524529029731193,106.8
202.5,10.986432972547444,107.0
202.75,11.299959926937793,107.65
203.0,12.123130123811713,107.8
203.25,11.553075869727406,107.7
203.5,10.888233434246668,107.6
203.75,9.46005656291642,106.6
204.0,9.248691904010219,107.25
204.25,8.010427671172984,105.4
204.5,7.325242271560616,104.0
204.75,7.113877612654413,104.65
205.0,6.72096559145466,104.25
205.25,6.596611654454191,103.8
205.5,5.2394737141384065,102.3
205.75,5.0597974239975345,102.05
206.0,4.371456269602562,102.0
206.25,3.869354965298311,101.65
206.5,3.442810251460686,101.35
206.75,2.476432067408947,100.25
207.0,2.0836084488614754,100.1
207.25,2.0498873535713207,99.95
207.5,2.553589735875234,101.1
207.75,2.65846411372594,100.75
208.0,2.7340207041925657,100.8
208.25,3.8429517626211918,101.15
208.5,4.467735554509373,101.35
208.75,6.261536269861028,102.55
209.0,6.727528092801376,103.25
209.25,7.904030179653534,105.0
209.5,8.940597903242686,106.65
209.75,9.580378348139192,107.1
210.0,10.220158793035699,107.55
210.25,11.544560061809275,108.9
210.5,12.551943777326887,110.15
210.75,12.704290856832966,110.25
211.0,12.676395903170162,109.0
211.25,12.639620403130092,109.1
211.5,12.280481028584052,108.85
211.75,11.311807870534032,108.55
212.0,10.918947400697837,108.15
212.25,10.211824035481929,107.65
212.5,9.152735951202633,106.9
212.75,7.319861427811341,106.05
213.0,6.18521675306542,105.25
213.25,5.050572078319502,104.45
213.5,3.974770707048317,103.95
